2025-03-06 11:14:54,284 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:54,284 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:54,877 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:54,883 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:54,884 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:54,915 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:54,927 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:54,927 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:54,960 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:54,963 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:54,963 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:55,324 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:55,333 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:55,334 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:55,359 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:55,366 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:55,367 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:55,579 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:55,586 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:55,586 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:56,026 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:56,035 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:56,035 INFO    MainThread:2564 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-06 11:14:57,939 INFO    MainThread:2564 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-06 11:14:57,942 INFO    MainThread:2564 [wandb_run.py:_finish():2112] finishing run ns25z040-indian-institute-of-technology-madras/DA6401_Assignment1/u7ppfs9o
2025-03-06 11:14:57,944 ERROR   MainThread:2564 [jupyter.py:save_history():450] Run pip install nbformat to save notebook history
2025-03-06 11:14:57,944 INFO    MainThread:2564 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-06 11:14:57,944 INFO    MainThread:2564 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-06 11:14:57,945 INFO    MainThread:2564 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-03-06 11:14:57,946 INFO    MainThread:2564 [wandb_run.py:_restore():2324] restore
2025-03-06 11:14:57,947 INFO    MainThread:2564 [wandb_run.py:_restore():2330] restore done
2025-03-06 11:15:02,161 INFO    MsgRouterThr:2564 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-03-06 11:15:02,163 INFO    MainThread:2564 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-03-06 11:15:02,164 INFO    MainThread:2564 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-03-06 11:15:02,164 INFO    MainThread:2564 [wandb_run.py:_footer_sync_info():3919] logging synced files
